2026-06-04 09:06:02 [INFO   ] MongoDB connected → localhost / UKG
2026-06-04 09:06:02 [INFO   ] Indexes ensured — 5 created/verified across 10 collections
2026-06-04 09:06:02 [INFO   ] [scheduler] ✔ Registered: attendance_live_sync  (*/5 * * * *)
2026-06-04 09:06:02 [INFO   ] [scheduler] ✔ Registered: leave_sync  (*/30 * * * *)
2026-06-04 09:06:02 [INFO   ] [scheduler] ✔ Registered: shift_sync  (0 * * * *)
2026-06-04 09:06:02 [INFO   ] [scheduler] ✔ Registered: employee_sync  (0 1 * * *)
2026-06-04 09:06:02 [INFO   ] [scheduler] ✔ Registered: consecutive_absence_scan  (0 2 * * *)
2026-06-04 09:06:02 [INFO   ] [scheduler] ✔ Registered: sync_health_check  (*/15 * * * *)
2026-06-04 09:06:02 [INFO   ] [scheduler] Running on startup: sync_health_check
2026-06-04 09:06:02 [INFO   ] [scheduler] 6 jobs active
2026-06-04 09:06:02 [INFO   ] ━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
2026-06-04 09:06:02 [INFO   ]   HR Analytics API  —  http://localhost:5000
2026-06-04 09:06:02 [INFO   ]   Environment  : development
2026-06-04 09:06:02 [INFO   ]   MongoDB      : localhost
2026-06-04 09:06:02 [INFO   ]   UKG API      : 🟡 SEED MODE
2026-06-04 09:06:02 [INFO   ] ━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━
2026-06-04 09:10:00 [INFO   ] [scheduler] ▶ Starting: attendance_live_sync
2026-06-04 09:15:00 [INFO   ] [scheduler] ▶ Starting: attendance_live_sync
2026-06-04 09:15:00 [INFO   ] [scheduler] ▶ Starting: sync_health_check
2026-06-04 09:20:00 [INFO   ] [scheduler] ▶ Starting: attendance_live_sync
2026-06-04 09:23:49 [INFO   ] User login success  {"email":"admin@steelplant.in","role":"IT_ADMIN"}
2026-06-04 09:25:00 [INFO   ] [scheduler] ▶ Starting: attendance_live_sync
2026-06-04 09:30:00 [INFO   ] [scheduler] ▶ Starting: attendance_live_sync
2026-06-04 09:30:00 [INFO   ] [scheduler] ▶ Starting: leave_sync
2026-06-04 09:30:00 [INFO   ] [scheduler] ▶ Starting: sync_health_check
2026-06-04 09:35:00 [INFO   ] [scheduler] ▶ Starting: attendance_live_sync
2026-06-04 09:40:00 [INFO   ] [scheduler] ▶ Starting: attendance_live_sync
2026-06-04 09:45:00 [INFO   ] [scheduler] ▶ Starting: attendance_live_sync
2026-06-04 09:50:00 [INFO   ] [scheduler] ▶ Starting: attendance_live_sync
2026-06-04 09:55:00 [INFO   ] [scheduler] ▶ Starting: attendance_live_sync
2026-06-04 10:00:00 [INFO   ] [scheduler] ▶ Starting: attendance_live_sync
2026-06-04 10:00:00 [INFO   ] [scheduler] ▶ Starting: leave_sync
2026-06-04 10:00:00 [INFO   ] [scheduler] ▶ Starting: shift_sync
2026-06-04 10:00:00 [INFO   ] [scheduler] ▶ Starting: sync_health_check
2026-06-04 10:05:00 [INFO   ] [scheduler] ▶ Starting: attendance_live_sync
2026-06-04 10:10:00 [INFO   ] [scheduler] ▶ Starting: attendance_live_sync
2026-06-04 10:15:00 [INFO   ] [scheduler] ▶ Starting: attendance_live_sync
2026-06-04 10:15:00 [INFO   ] [scheduler] ▶ Starting: sync_health_check
2026-06-04 10:20:00 [INFO   ] [scheduler] ▶ Starting: attendance_live_sync
2026-06-04 10:25:00 [INFO   ] [scheduler] ▶ Starting: attendance_live_sync
2026-06-04 10:30:00 [INFO   ] [scheduler] ▶ Starting: attendance_live_sync
2026-06-04 10:30:00 [INFO   ] [scheduler] ▶ Starting: leave_sync
2026-06-04 10:30:00 [INFO   ] [scheduler] ▶ Starting: sync_health_check
2026-06-04 10:35:00 [INFO   ] [scheduler] ▶ Starting: attendance_live_sync
2026-06-04 10:40:00 [INFO   ] [scheduler] ▶ Starting: attendance_live_sync
2026-06-04 10:40:48 [INFO   ] User login success  {"email":"admin@steelplant.in","role":"IT_ADMIN"}
2026-06-04 10:45:00 [INFO   ] [scheduler] ▶ Starting: attendance_live_sync
2026-06-04 10:45:00 [INFO   ] [scheduler] ▶ Starting: sync_health_check
2026-06-04 10:50:00 [INFO   ] [scheduler] ▶ Starting: attendance_live_sync
2026-06-04 10:55:00 [INFO   ] [scheduler] ▶ Starting: attendance_live_sync
2026-06-04 11:00:00 [INFO   ] [scheduler] ▶ Starting: attendance_live_sync
2026-06-04 11:00:00 [INFO   ] [scheduler] ▶ Starting: leave_sync
2026-06-04 11:00:00 [INFO   ] [scheduler] ▶ Starting: shift_sync
2026-06-04 11:00:00 [INFO   ] [scheduler] ▶ Starting: sync_health_check
2026-06-04 11:05:00 [INFO   ] [scheduler] ▶ Starting: attendance_live_sync
2026-06-04 11:10:00 [INFO   ] [scheduler] ▶ Starting: attendance_live_sync
2026-06-04 11:15:00 [INFO   ] [scheduler] ▶ Starting: attendance_live_sync
2026-06-04 11:15:00 [INFO   ] [scheduler] ▶ Starting: sync_health_check
2026-06-04 11:20:00 [INFO   ] [scheduler] ▶ Starting: attendance_live_sync
2026-06-04 11:25:00 [INFO   ] [scheduler] ▶ Starting: attendance_live_sync
2026-06-04 11:30:00 [INFO   ] [scheduler] ▶ Starting: attendance_live_sync
2026-06-04 11:30:00 [INFO   ] [scheduler] ▶ Starting: leave_sync
2026-06-04 11:30:00 [INFO   ] [scheduler] ▶ Starting: sync_health_check
2026-06-04 11:35:00 [INFO   ] [scheduler] ▶ Starting: attendance_live_sync
2026-06-04 11:40:00 [INFO   ] [scheduler] ▶ Starting: attendance_live_sync
2026-06-04 11:45:00 [INFO   ] [scheduler] ▶ Starting: attendance_live_sync
2026-06-04 11:45:00 [INFO   ] [scheduler] ▶ Starting: sync_health_check
2026-06-04 11:50:00 [INFO   ] [scheduler] ▶ Starting: attendance_live_sync
2026-06-04 11:55:00 [INFO   ] [scheduler] ▶ Starting: attendance_live_sync
2026-06-04 12:00:00 [INFO   ] [scheduler] ▶ Starting: attendance_live_sync
2026-06-04 12:00:00 [INFO   ] [scheduler] ▶ Starting: leave_sync
2026-06-04 12:00:00 [INFO   ] [scheduler] ▶ Starting: shift_sync
2026-06-04 12:00:00 [INFO   ] [scheduler] ▶ Starting: sync_health_check
2026-06-04 12:05:00 [INFO   ] [scheduler] ▶ Starting: attendance_live_sync
2026-06-04 12:10:00 [INFO   ] [scheduler] ▶ Starting: attendance_live_sync
2026-06-04 12:15:00 [INFO   ] [scheduler] ▶ Starting: attendance_live_sync
2026-06-04 12:15:00 [INFO   ] [scheduler] ▶ Starting: sync_health_check
2026-06-04 12:20:00 [INFO   ] [scheduler] ▶ Starting: attendance_live_sync
2026-06-04 12:25:00 [INFO   ] [scheduler] ▶ Starting: attendance_live_sync
2026-06-04 12:30:00 [INFO   ] [scheduler] ▶ Starting: attendance_live_sync
2026-06-04 12:30:00 [INFO   ] [scheduler] ▶ Starting: leave_sync
2026-06-04 12:30:00 [INFO   ] [scheduler] ▶ Starting: sync_health_check
2026-06-04 12:35:00 [INFO   ] [scheduler] ▶ Starting: attendance_live_sync
2026-06-04 12:40:00 [INFO   ] [scheduler] ▶ Starting: attendance_live_sync
2026-06-04 12:45:00 [INFO   ] [scheduler] ▶ Starting: attendance_live_sync
